,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
2,CLX,MRY,2016-12-31,2016-06-30,2016-06-30,2019-05-01,-570000000,4510000000,4266000000,1485000000,3025000000,1.35,2.293,-172000000,401000000,401000000,3163000000,648000000,0.953,14.185,2312000000,523000000,1789000000,2312000000,0,165000000,0,0.022,3.08,1071000000,1236000000,0.215,1236000000,1071000000,983000000,5.01,4.92,5.01,297000000,218250000,297000000,19713421416,18,15.949,606000000,4.681,1.0,2598000000,0.451,1932000000,88000000,2931000000,3014250000,443000000,0,0,0,4213000000,1558000000,2655000000,17899421416,19000000,-290000000,-44000000,126000000,-398000000,-316000000,-430000000,0,778000000,-13000000,648000000,648000000,648000000,0,0,0.112,1527000000,1071000000,1035000000,0.615,60.267,27.623,27.623,906000000,0,138.39,3.107,3.11,569000000,2163000000,5761000000,5761000000,141000000,0.152,2.969,0.355,0.186,45000000,1393000000,1.0,129340425,129472000,131717000,44.496,2578000000,0,335000000,82000000,19.907,-73000000
3,CLX,MRY,2015-12-31,2015-06-30,2015-06-30,2019-05-01,-502000000,4164000000,4304000000,1429000000,2735000000,1.314,0.911,-125000000,382000000,382000000,3190000000,580000000,1.017,34.288,2191000000,395000000,1796000000,2191000000,0,169000000,0,0.028,2.96,995000000,1164000000,0.206,1164000000,995000000,895000000,4.45,4.37,4.45,118000000,217500000,118000000,15433157612,16,13.259,749000000,5.748,1.0,2465000000,0.436,1652000000,100000000,2916000000,2972250000,385000000,0,0,0,4046000000,1405000000,2641000000,13645157612,53000000,0,-183000000,-128000000,-385000000,-696000000,-106000000,0,874000000,-19000000,580000000,580000000,580000000,26000000,0,0.103,1444000000,1021000000,979000000,0.665,115.637,23.526,23.375,918000000,0,104.02,2.413,2.397,519000000,1923000000,5655000000,5655000000,136000000,0.135,2.667,0.335,0.176,32000000,1321000000,1.0,131178212,130310000,132776000,43.397,2512000000,0,315000000,126000000,19.391,24000000
4,CLX,MRY,2014-12-31,2014-06-30,2014-06-30,2019-05-01,-417000000,4258000000,4330250000,1395000000,2863000000,1.273,1.194,-137000000,329000000,329000000,3158000000,558000000,0.852,26.649,2313000000,718000000,1595000000,2313000000,0,177000000,0,0.031,2.84,966000000,1143000000,0.207,1143000000,966000000,863000000,4.31,4.23,4.31,154000000,111000000,154000000,13952874650,14,12.207,630000000,4.863,1.0,2356000000,0.427,1712000000,103000000,2892000000,3277500000,386000000,0,0,0,4104000000,1638000000,2466000000,11752874650,30000000,0,-164000000,-60000000,-368000000,-592000000,-138000000,0,767000000,-7000000,558000000,558000000,558000000,21000000,0,0.101,1369000000,987000000,440000000,0.659,76.317,21.062,21.206,977000000,0,91.4,2.131,2.148,546000000,1739000000,5514000000,5514000000,125000000,0.129,5.027,0.295,0.175,36000000,1254000000,1.0,128587250,129558000,131742000,42.56,2546000000,0,305000000,111000000,19.736,-243000000
5,CLX,MRY,2013-12-31,2013-06-30,2013-06-30,2019-05-01,-367000000,4311000000,4520750000,1420000000,2891000000,1.224,1.111,-190000000,299000000,299000000,3142000000,572000000,1.252,28.527,2372000000,202000000,2170000000,2372000000,0,180000000,0,0.031,2.56,973000000,1153000000,0.208,1153000000,973000000,851000000,4.37,4.3,4.37,146000000,83500000,146000000,13084473626,13,11.348,585000000,4.463,1.0,2391000000,0.432,1732000000,122000000,3518000000,3584500000,394000000,0,0,0,4165000000,1134000000,3031000000,10946473626,32000000,0,5000000,-355000000,-335000000,-685000000,-55000000,0,775000000,-3000000,572000000,572000000,572000000,1000000,0,0.103,1421000000,970000000,413000000,0.586,74.976,19.137,19.025,1021000000,0,83.14,1.978,1.97,580000000,1561000000,5533000000,5533000000,130000000,0.127,6.85,0.271,0.176,35000000,1291000000,1.0,131663142,131075000,132969000,42.212,2579000000,0,279000000,148000000,19.624,286000000
6,CLX,MRY,2012-12-31,2012-06-30,2012-06-30,2019-05-01,-396000000,4355000000,4277000000,1376000000,2979000000,1.278,-1.038,-192000000,267000000,267000000,3164000000,541000000,0.668,-33.259,2721000000,1150000000,1571000000,2721000000,0,178000000,0,0.033,2.4,914000000,1092000000,0.2,1092000000,914000000,789000000,4.14,4.09,4.14,-135000000,-129000000,-135000000,11971715107,13,10.963,420000000,3.21,1.0,2304000000,0.421,1754000000,125000000,2994000000,3235000000,384000000,0,0,0,4490000000,2061000000,2429000000,9424715107,8000000,-93000000,-139000000,133000000,-315000000,-321000000,-277000000,0,612000000,-6000000,541000000,541000000,541000000,2000000,0,0.099,1388000000,916000000,412000000,0.58,-69.813,17.421,17.502,1081000000,0,72.46,1.724,1.734,576000000,1350000000,5468000000,5468000000,121000000,0.126,-4.194,0.283,0.167,27000000,1280000000,1.0,130067832,130852000,132310000,41.788,2601000000,0,248000000,124000000,19.998,-685000000
7,CLX,MRY,2011-12-31,2011-06-30,2011-06-30,2019-05-01,-250000000,4163000000,4291250000,1279000000,2884000000,1.219,-0.65,-228000000,259000000,259000000,2958000000,557000000,0.937,-49.407,2584000000,459000000,2125000000,2584000000,0,173000000,0,0.033,2.2,956000000,1129000000,0.216,1129000000,956000000,833000000,4.06,4.02,4.06,-86000000,58750000,-86000000,11307099182,12,10.015,470000000,3.438,1.0,2273000000,0.435,1703000000,123000000,3420000000,3489250000,382000000,0,0,0,4249000000,1365000000,2884000000,8992099182,172000000,747000000,-562000000,-213000000,-303000000,-1078000000,544000000,0,698000000,8000000,557000000,557000000,557000000,-270000000,0,0.106,1587000000,686000000,423000000,0.542,-104.559,16.144,16.611,1039000000,0,67.44,1.719,1.762,525000000,1143000000,5231000000,5231000000,115000000,0.13,9.481,0.274,0.183,32000000,1237000000,1.0,133334804,136699000,138101000,38.267,2460000000,0,276000000,181000000,18.597,-86000000
0,CME,MRY,2018-12-31,2018-12-31,2018-12-31,2019-02-28,5300000,77475700000,71739600000,41886700000,35589000000,0.06,73.838,-116700000,1374500000,1374500000,0,1963700000,1.015,1.987,43856500000,40029700000,3826800000,43856500000,0,248700000,0,0.024,4.55,2934000000,3182700000,0.739,3182700000,2934000000,2776300000,5.73,5.71,5.73,25918500000,23777650000,25918500000,103973986658,35,32.668,2324100000,6.789,1.0,4309400000,1.0,33480700000,157700000,45204400000,44596375000,0,39528400000,39528400000,0,51510400000,41272600000,10237800000,64116786658,-528800000,-1774700000,11500000,1119400000,-2149900000,-1080000000,-1889600000,1800000,2440800000,0,1962200000,1962200000,1962200000,0,1500000,0.455,1701800000,2607600000,116000000,0.794,2.474,32.676,32.831,448700000,0,188.12,14.878,14.944,553300000,4855300000,4309400000,4309400000,0,0.027,0.083,0.066,0.681,96500000,1008900000,1.0,340829187,342344000,343737000,12.588,43995000000,0,814100000,5665900000,125.336,614100000
1,CME,MRY,2017-12-31,2017-12-31,2017-12-31,2019-02-28,14300000,75791200000,77033500000,46906500000,28884700000,0.047,66.081,-81900000,1903600000,1903600000,0,4063400000,1.027,2.382,46418400000,44185300000,2233100000,46418400000,0,208500000,0,0.042,6.14,2643300000,2851800000,0.782,2851800000,2643300000,2526300000,12.0,11.94,12.0,22411800000,21151675000,22411800000,97243540802,37,34.099,1669200000,4.928,1.0,3644700000,1.0,27090600000,117000000,47542500000,49989250000,0,44275400000,44275400000,0,53379400000,45672900000,7706500000,49699740802,-54300000,262300000,36700000,0,-1993500000,-1985300000,179900000,-500000,1751100000,0,4063400000,4063400000,4063400000,0,0,1.115,1334100000,2310600000,31300000,0.512,2.218,12.231,12.171,399700000,0,146.05,13.636,13.573,359700000,4497200000,3644700000,3644700000,0,0.053,0.192,0.053,0.725,58000000,827800000,1.0,340292645,338707000,340226000,10.761,48700600000,0,-1537100000,4857700000,143.593,1233600000
2,CME,MRY,2016-12-31,2016-12-31,2016-12-31,2019-02-28,-14100000,69369400000,67253625000,40031500000,29337900000,0.053,60.164,-91800000,1868600000,1868600000,0,1534100000,1.028,2.41,39773900000,37542700000,2231200000,39773900000,0,225300000,0,0.049,5.65,2411100000,2636400000,0.733,2636400000,2411100000,2287600000,4.55,4.53,4.55,20340700000,20880225000,20340700000,71558937940,30,27.143,1640200000,4.86,1.0,3595200000,1.0,27186100000,123500000,41143000000,40282725000,0,37626800000,37626800000,0,49028700000,38945600000,10083100000,39143837940,165200000,149700000,51800000,130000000,-1787200000,-1620500000,53700000,-4200000,1732000000,0,1534100000,1534100000,1534100000,0,0,0.427,1394700000,2200500000,26200000,1.242,1.924,25.516,25.352,425200000,0,115.35,10.888,10.828,364400000,2524500000,3595200000,3595200000,0,0.023,0.073,0.06,0.671,66200000,823400000,1.0,339348400,337496000,338966000,10.653,42183300000,0,753500000,7291000000,124.771,1085900000
3,CME,MRY,2015-12-31,2015-12-31,2015-12-31,2019-02-28,-80800000,67359400000,74775125000,37904500000,29454900000,0.044,61.012,-114200000,1692600000,1692600000,0,1247000000,1.029,2.278,37782300000,35553000000,2229300000,37782300000,0,228600000,0,0.054,4.9,2074200000,2302800000,0.692,2302800000,2074200000,1956800000,3.71,3.69,3.71,20551800000,21070725000,20551800000,80772149324,39,35.076,1418300000,4.218,1.0,3326800000,1.0,27282200000,117400000,39342400000,47819650000,0,35625500000,35625500000,0,46807600000,36824500000,9983100000,30644049324,326500000,122100000,64000000,70700000,-1343400000,-1223900000,17900000,3000000,1532500000,0,1247000000,1247000000,1247000000,0,0,0.375,1338100000,1988700000,28700000,1.321,1.491,24.574,24.42,491700000,0,90.6,9.211,9.157,357800000,2907600000,3326800000,3326800000,0,0.017,0.059,0.043,0.623,60800000,828100000,1.0,338234540,336224000,337894000,9.895,40077200000,0,709800000,7358300000,118.976,1080000000
4,CME,MRY,2014-12-31,2014-12-31,2014-12-31,2019-02-28,6200000,72241500000,60247550000,42545300000,29696200000,0.052,62.42,-132800000,1366100000,1366100000,0,1126900000,1.024,2.453,42674700000,40566800000,2107900000,42674700000,0,233200000,0,0.044,3.88,1891000000,2124200000,0.682,2124200000,1891000000,1771600000,3.37,3.35,3.37,20923500000,21307650000,20923500000,63265927349,33,29.783,1158600000,3.465,1.0,3112500000,1.0,27381700000,119400000,44637200000,33331700000,0,40641500000,40641500000,0,51318000000,41531200000,9786800000,29860827349,-1103600000,-65500000,53300000,-750000000,-1496800000,-2195900000,-199100000,-800000,1291400000,0,1127100000,1127100000,1127100000,0,-200000,0.362,1344100000,1768400000,36900000,1.151,1.427,26.494,26.306,508900000,0,88.65,9.594,9.525,341200000,3317300000,3112500000,3112500000,0,0.019,0.053,0.057,0.608,54800000,827300000,1.0,336839564,334409000,336063000,9.307,44859800000,0,644500000,7302700000,133.828,1014100000
5,CME,MRY,2013-12-31,2013-12-31,2013-12-31,2019-02-28,152000000,54277800000,48140550000,24405600000,29872200000,0.061,63.405,66800000,2469700000,2469700000,0,978100000,1.047,1.565,24212200000,22105000000,2107200000,24212200000,0,238100000,0,0.056,4.4,1751100000,1989200000,0.677,1989200000,1751100000,1599700000,2.94,2.92,2.94,21154800000,21631375000,21154800000,43296354597,25,21.766,1347300000,4.05,1.0,2936300000,1.0,27485500000,151400000,25223800000,19688025000,0,21423500000,21423500000,0,33117300000,23311000000,9806300000,26311854597,865000000,-4000000,73700000,-1300000,-599100000,-606000000,190500000,-100000,1280500000,0,976800000,976800000,976800000,0,1300000,0.333,1299300000,1637000000,36200000,1.497,1.244,26.937,26.687,513400000,0,78.46,8.961,8.889,302700000,3494600000,2936300000,2936300000,0,0.02,0.045,0.089,0.596,54400000,782400000,1.0,335353742,332678000,334398000,8.826,26792300000,0,622900000,7249700000,80.301,1094600000
6,CME,MRY,2012-12-31,2012-12-31,2012-12-31,2019-02-28,209300000,38863200000,38989050000,8717900000,30145300000,0.075,64.567,6800000,1604700000,1604700000,0,906700000,1.145,0.81,9441300000,7334500000,2106800000,9441300000,0,253100000,0,0.073,3.692,1815200000,2068300000,0.71,2068300000,1815200000,1683000000,2.71,2.7,2.71,21419100000,21574250000,21419100000,25127056257,14,12.149,1226500000,3.703,1.0,2914600000,1.0,27595900000,132200000,11487000000,11611825000,0,6641400000,6641400000,0,17357500000,7616900000,9740600000,16892656257,562400000,-188300000,22100000,747700000,-1224300000,-448400000,-208900000,-3000000,1219700000,0,896300000,896300000,896300000,0,10400000,0.308,1222600000,1692000000,41700000,1.362,0.789,18.847,18.697,724000000,0,50.67,5.796,5.759,267500000,3993400000,2914600000,2914600000,0,0.023,0.042,0.156,0.623,61400000,746200000,1.0,333385756,331252000,332319000,8.799,11267300000,0,786700000,7413300000,33.965,1101000000
7,CME,MRY,2011-12-31,2011-12-31,2011-12-31,2019-02-28,111600000,40758700000,37486125000,10945800000,29812900000,0.088,65.19,-172200000,1042300000,1042300000,0,1814400000,1.138,0.888,11440700000,9333900000,2106800000,11440700000,0,260500000,0,0.023,1.12,2051300000,2311800000,0.705,2311800000,2051300000,1934400000,5.45,5.43,5.45,21552000000,21026575000,21552000000,25131567817,12,10.871,1174100000,3.529,1.0,3280600000,1.0,28337300000,116900000,13204600000,10088125000,0,9381500000,9381500000,0,19136400000,9615200000,9521200000,16177067817,187100000,18000000,-214600000,-420500000,-372800000,-1005600000,-153600000,1100000,1346300000,0,1812300000,1812300000,1812300000,0,2100000,0.552,1259500000,2021100000,31100000,0.206,0.751,8.926,8.942,821900000,0,48.734,4.931,4.943,289400000,4324600000,3280600000,3280600000,0,0.048,0.086,0.203,0.625,51300000,729000000,1.0,331946235,332737000,333811000,9.859,12421400000,0,122100000,7226800000,37.572,1330600000
0,CMS,MRY,2018-12-31,2018-12-31,2018-12-31,2019-04-25,-65000000,24529000000,23655500000,2468000000,22061000000,0.291,16.782,-2074000000,174000000,174000000,4475000000,659000000,0.941,4.151,10712000000,97000000,10615000000,10712000000,0,933000000,0,0.029,1.429,1533000000,2466000000,0.359,2466000000,1533000000,1075000000,2.33,2.32,2.33,4755000000,4693000000,4755000000,24896404804,16,10.096,-371000000,-1.309,1.0,2398000000,0.349,0,458000000,32443000000,31282000000,650000000,69000000,0,69000000,19737000000,2624000000,17113000000,14067404804,-29000000,-225000000,41000000,727000000,-407000000,874000000,-2606000000,-161000000,1703000000,0,657000000,657000000,657000000,0,2000000,0.096,933000000,1465000000,733000000,0.613,2.958,21.412,21.309,18126000000,0,49.65,2.047,2.047,2872000000,-271000000,6873000000,6873000000,0,0.028,0.14,0.049,0.223,0,0,1.0,283331416,283331416,,24.258,24529000000,279000000,418000000,1984000000,86.574,-156000000
1,CMS,MRY,2017-12-31,2017-12-31,2017-12-31,2019-04-25,-50000000,23050000000,22165000000,2475000000,20575000000,0.297,15.744,-1665000000,199000000,199000000,4080000000,462000000,0.889,4.182,10487000000,1273000000,9214000000,10487000000,0,881000000,0,0.028,1.332,1606000000,2487000000,0.378,2487000000,1606000000,1168000000,1.64,1.64,1.64,4441000000,4448750000,4441000000,23504553571,15,9.451,40000000,0.142,1.0,2503000000,0.38,0,438000000,30554000000,29800250000,672000000,66000000,2000000,64000000,18572000000,2784000000,15788000000,13342553571,-53000000,0,83000000,357000000,-377000000,110000000,-1868000000,-88000000,1705000000,0,460000000,460000000,460000000,0,2000000,0.07,881000000,1622000000,740000000,0.812,3.004,29.006,28.841,16761000000,0,47.3,2.027,2.027,2429000000,-531000000,6583000000,6583000000,0,0.021,0.103,0.054,0.244,0,0,1.0,282083585,282083585,,23.337,23050000000,257000000,708000000,1716000000,81.713,-309000000
2,CMS,MRY,2016-12-31,2016-12-31,2016-12-31,2019-04-25,-50000000,21622000000,20741000000,2280000000,19342000000,0.309,15.194,-1672000000,254000000,254000000,4051000000,553000000,0.859,4.075,10034000000,1284000000,8750000000,10034000000,0,811000000,0,0.03,1.24,1540000000,2351000000,0.367,2351000000,1540000000,1105000000,1.99,1.98,1.99,4253000000,4194250000,4253000000,21194767256,14,9.015,-43000000,-0.154,1.0,2348000000,0.367,0,435000000,28747000000,27891750000,626000000,104000000,39000000,65000000,17332000000,2655000000,14677000000,11649767256,-31000000,0,72000000,430000000,-347000000,255000000,-1915000000,-136000000,1629000000,0,551000000,551000000,551000000,0,2000000,0.086,811000000,1537000000,610000000,0.623,2.739,21.143,20.915,15715000000,0,41.62,1.821,1.821,2131000000,-616000000,6399000000,6399000000,0,0.027,0.131,0.055,0.241,0,0,1.0,279907911,279907911,,22.861,21622000000,250000000,554000000,2708000000,77.247,-375000000
3,CMS,MRY,2015-12-31,2015-12-31,2015-12-31,2019-04-25,-47000000,20299000000,19546750000,2320000000,17979000000,0.33,14.172,-1718000000,285000000,285000000,4266000000,525000000,1.008,4.145,9473000000,955000000,8518000000,9473000000,0,750000000,0,0.032,1.16,1452000000,2202000000,0.341,2202000000,1452000000,1056000000,1.9,1.89,1.9,3938000000,3865000000,3938000000,18646897628,13,8.468,-78000000,-0.281,1.0,2190000000,0.339,0,396000000,27185000000,26263500000,778000000,80000000,16000000,64000000,16324000000,2302000000,14022000000,10025897628,39000000,0,43000000,528000000,-322000000,463000000,-2064000000,-231000000,1640000000,0,523000000,523000000,523000000,0,2000000,0.081,750000000,1440000000,642000000,0.611,2.546,19.17,18.989,14705000000,0,36.08,1.553,1.553,1940000000,-855000000,6456000000,6456000000,0,0.027,0.135,0.055,0.225,0,0,1.0,277879646,277879646,,23.233,20299000000,235000000,533000000,2422000000,73.05,18000000
4,CMS,MRY,2014-12-31,2014-12-31,2014-12-31,2019-04-25,-49000000,19185000000,18302250000,2597000000,16588000000,0.392,13.29,-1577000000,244000000,244000000,5090000000,479000000,1.333,4.217,8739000000,600000000,8139000000,8739000000,0,685000000,0,0.031,1.08,1386000000,2071000000,0.288,2071000000,1386000000,979000000,1.76,1.74,1.76,3670000000,3650750000,3670000000,17927175839,13,8.656,-96000000,-0.348,1.0,2089000000,0.291,0,407000000,25732000000,24584750000,918000000,102000000,41000000,61000000,15478000000,1948000000,13530000000,9596175839,45000000,0,43000000,481000000,-295000000,462000000,-1898000000,-255000000,1481000000,0,477000000,477000000,477000000,0,2000000,0.066,685000000,1404000000,688000000,0.614,2.615,20.118,19.744,13412000000,0,34.75,1.337,1.337,1824000000,-1058000000,7179000000,7179000000,0,0.026,0.131,0.056,0.193,0,0,1.0,276148945,276148945,,25.997,19185000000,216000000,502000000,2101000000,69.473,649000000
5,CMS,MRY,2013-12-31,2013-12-31,2013-12-31,2019-04-25,-22000000,17416000000,17275000000,2526000000,14890000000,0.38,12.932,-1325000000,204000000,204000000,4562000000,454000000,1.299,4.032,7971000000,732000000,7239000000,7971000000,0,628000000,0,0.038,1.02,1386000000,2014000000,0.307,2014000000,1386000000,988000000,1.71,1.66,1.71,3454000000,3369750000,3454000000,14619021573,11,7.259,96000000,0.359,1.0,2004000000,0.305,0,398000000,23238000000,22879500000,881000000,122000000,63000000,59000000,13925000000,1945000000,11980000000,7150021573,79000000,0,36000000,302000000,-273000000,190000000,-1532000000,-139000000,1421000000,0,452000000,452000000,452000000,0,2000000,0.069,628000000,1376000000,595000000,0.596,2.07,15.819,15.655,12246000000,0,26.77,1.089,1.089,1570000000,-1242000000,6566000000,6566000000,0,0.026,0.134,0.061,0.211,0,0,1.0,267090832,267090832,,24.583,17416000000,328000000,536000000,1953000000,65.206,581000000
6,CMS,MRY,2012-12-31,2012-12-31,2012-12-31,2019-04-25,-55000000,17131000000,16548000000,2422000000,14709000000,0.378,12.044,-1227000000,122000000,122000000,4423000000,384000000,1.348,4.35,7514000000,651000000,6863000000,7514000000,0,598000000,0,0.039,0.96,1243000000,1841000000,0.294,1841000000,1243000000,854000000,1.46,1.42,1.46,3194000000,3137500000,3194000000,13682667254,11,7.432,14000000,0.053,1.0,1830000000,0.293,0,389000000,22726000000,21878500000,1084000000,98000000,41000000,57000000,13893000000,1797000000,12096000000,6465667254,-68000000,0,30000000,263000000,-252000000,41000000,-1350000000,-63000000,1241000000,0,380000000,382000000,382000000,-7000000,4000000,0.061,598000000,1232000000,521000000,0.658,2.024,16.926,16.699,11551000000,-2000000,24.38,1.034,1.034,1418000000,-1423000000,6253000000,6253000000,0,0.023,0.122,0.057,0.199,0,0,1.0,265203743,265203743,,23.578,17131000000,190000000,474000000,1405000000,64.596,625000000
